@relation 'problem-to-evaluate2023-02-2303:32:14-weka.filters.unsupervised.attribute.Remove-R1-3,18,20,65,78-79,119-120'

@attribute types numeric
@attribute objects numeric
@attribute predicates numeric
@attribute functions numeric
@attribute init numeric
@attribute goal numeric
@attribute actions numeric
@attribute axioms numeric
@attribute use_min_cost_metric numeric
@attribute generated_rules numeric
@attribute relevant_atoms numeric
@attribute auxiliary_atoms numeric
@attribute final_queue_length numeric
@attribute total_queue_pushes numeric
@attribute effect_conditions_simplified numeric
@attribute translator_variables numeric
@attribute translator_derived_variables numeric
@attribute translator_facts numeric
@attribute translator_mutex_groups numeric
@attribute translator_total_mutex_groups_size numeric
@attribute translator_operators numeric
@attribute translator_task_size numeric
@attribute numberVariablesCG numeric
@attribute highLevelVariablesCG numeric
@attribute totalEdgesCG numeric
@attribute totalWeightCG numeric
@attribute veRatio numeric
@attribute weRatio numeric
@attribute wvRatio numeric
@attribute hvRatio numeric
@attribute inputEdgeCGMax numeric
@attribute inputEdgeCGAvg numeric
@attribute inputEdgeCGStd numeric
@attribute outputEdgeCGMax numeric
@attribute outputEdgeCGAvg numeric
@attribute outputEdgeCGStd numeric
@attribute inputWeightCGMax numeric
@attribute inputWeightCGAvg numeric
@attribute inputWeightCGStd numeric
@attribute outputWeightCGMax numeric
@attribute outputWeightCGAvg numeric
@attribute outputWeightCGStd numeric
@attribute inputEdgeHVMax numeric
@attribute inputEdgeHVAvg numeric
@attribute inputEdgeHVStd numeric
@attribute outputEdgeHVMax numeric
@attribute outputEdgeHVAvg numeric
@attribute outputEdgeHVStd numeric
@attribute inputWeightHVMax numeric
@attribute inputWeightHVAvg numeric
@attribute inputWeightHVStd numeric
@attribute outputWeightHVMax numeric
@attribute outputWeightHVAvg numeric
@attribute outputWeightHVStd numeric
@attribute numberVariablesDTG numeric
@attribute totalEdgesDTG numeric
@attribute totalWeigthDTG numeric
@attribute edVaRatioDTG numeric
@attribute weEdRatioDTG numeric
@attribute inputEdgeDTGMax numeric
@attribute inputEdgeDTGAvg numeric
@attribute inputEdgeDTGStd numeric
@attribute outputEdgeDTGMax numeric
@attribute outputEdgeDTGAvg numeric
@attribute outputEdgeDTGStd numeric
@attribute inputWeightDTGMax numeric
@attribute inputWeightDTGAvg numeric
@attribute inputWeightDTGStd numeric
@attribute outputWeightDTGMax numeric
@attribute outputWeightDTGAvg numeric
@attribute outputWeightDTGStd numeric
@attribute num_relevant_facts numeric
@attribute num_actions numeric
@attribute h_max numeric
@attribute h_ff numeric
@attribute h_ff_ratio numeric
@attribute rp_fact_balance_min numeric
@attribute rp_fact_balance_avg numeric
@attribute rp_fact_balance_var numeric
@attribute rp_goal_balance_min numeric
@attribute rp_goal_balance_avg numeric
@attribute rp_goal_balance_var numeric
@attribute balance_Ratio numeric
@attribute Unbalance_Ratio numeric
@attribute Balance_Distorsion numeric
@attribute Additive numeric
@attribute Blind numeric
@attribute Causal_graph numeric
@attribute Context-enhanced_additive numeric
@attribute FF numeric
@attribute Goal_count numeric
@attribute Landmark_count numeric
@attribute Landmark-cut numeric
@attribute Max numeric
@attribute n_landmarks numeric
@attribute numberEdges numeric
@attribute edVaratioLand numeric
@attribute numberFatherNodes numeric
@attribute numberChildrenNodes numeric
@attribute nodosbetween numeric
@attribute avginput numeric
@attribute maxinput numeric
@attribute stdinput numeric
@attribute avgoutput numeric
@attribute maxoutput numeric
@attribute stdoutput numeric
@attribute blackVariables numeric
@attribute blackRootVariables numeric
@attribute redBlackVariables numeric
@attribute allpairsvaluesconnected numeric
@attribute Maximaleffectsblack numeric
@attribute Hred-black numeric
@attribute planner {enhsp|,fast-downward|,lpg|,tamer|}
@attribute class {True,False}

@data
10,105,16,0,197,34,12,0,0,115,24241,21896,46137,84922,30434,2402,0,4875,39,185,18058,173630,2402,34,26249,282416,0.091508,10.7591,117.575,0.014155,2400,10.928,91.0172,650,10.928,27.9557,40092,117.575,1537.1,49408,117.575,1095.86,1,0.014155,0.118129,26,0.368027,3.07136,2,0.02831,0.236258,26,0.368027,3.07136,4875,54390,285222,0.190694,0.08963,5306,9.63672,0.020395,5376,9.52119,0.020395,34608,26.5771,0.040791,34678,25.301,0.020395,2476,21278,5,100,20,-19,-0.028271,1.165959,1,1,0,26.339224,38.781654,350,1156,1,340,1156,102,34,87,40,5,246,854,3.47154,159,34,53,3.47154,70,10.7703,3.47154,16,5.47723,33,0,2402,0,2,103,enhsp|,False
10,105,16,0,197,34,12,0,0,115,24241,21896,46137,84922,30434,2402,0,4875,39,185,18058,173630,2402,34,26249,282416,0.091508,10.7591,117.575,0.014155,2400,10.928,91.0172,650,10.928,27.9557,40092,117.575,1537.1,49408,117.575,1095.86,1,0.014155,0.118129,26,0.368027,3.07136,2,0.02831,0.236258,26,0.368027,3.07136,4875,54390,285222,0.190694,0.08963,5306,9.63672,0.020395,5376,9.52119,0.020395,34608,26.5771,0.040791,34678,25.301,0.020395,2476,21278,5,100,20,-19,-0.028271,1.165959,1,1,0,26.339224,38.781654,350,1156,1,340,1156,102,34,87,40,5,246,854,3.47154,159,34,53,3.47154,70,10.7703,3.47154,16,5.47723,33,0,2402,0,2,103,fast-downward|,False
10,105,16,0,197,34,12,0,0,115,24241,21896,46137,84922,30434,2402,0,4875,39,185,18058,173630,2402,34,26249,282416,0.091508,10.7591,117.575,0.014155,2400,10.928,91.0172,650,10.928,27.9557,40092,117.575,1537.1,49408,117.575,1095.86,1,0.014155,0.118129,26,0.368027,3.07136,2,0.02831,0.236258,26,0.368027,3.07136,4875,54390,285222,0.190694,0.08963,5306,9.63672,0.020395,5376,9.52119,0.020395,34608,26.5771,0.040791,34678,25.301,0.020395,2476,21278,5,100,20,-19,-0.028271,1.165959,1,1,0,26.339224,38.781654,350,1156,1,340,1156,102,34,87,40,5,246,854,3.47154,159,34,53,3.47154,70,10.7703,3.47154,16,5.47723,33,0,2402,0,2,103,lpg|,False
10,93,16,0,175,30,12,0,0,115,18867,17226,36093,66104,23606,1880,0,3823,35,165,14010,134688,1880,30,20461,218756,0.091882,10.6914,116.36,0.015957,1878,10.8835,80.6488,514,10.8835,25.0004,31044,116.36,1345.7,38304,116.36,962.885,1,0.015957,0.125311,26,0.414894,3.25808,2,0.031915,0.250622,26,0.414894,3.25808,3823,42230,221294,0.190832,0.090528,4080,9.54329,0.023051,4142,9.44674,0.023051,26562,26.1399,0.046102,26624,24.8949,0.023051,1946,16490,5,88,17.6,-17,-0.03186,1.167834,1,1,0,23.192358,34.073982,306,1020,1,300,1020,91,30,77,35,5,218,754,3.45872,141,30,47,3.45872,62,10.0499,3.45872,16,5.38516,29,0,1880,0,2,91,enhsp|,False
10,93,16,0,175,30,12,0,0,115,18867,17226,36093,66104,23606,1880,0,3823,35,165,14010,134688,1880,30,20461,218756,0.091882,10.6914,116.36,0.015957,1878,10.8835,80.6488,514,10.8835,25.0004,31044,116.36,1345.7,38304,116.36,962.885,1,0.015957,0.125311,26,0.414894,3.25808,2,0.031915,0.250622,26,0.414894,3.25808,3823,42230,221294,0.190832,0.090528,4080,9.54329,0.023051,4142,9.44674,0.023051,26562,26.1399,0.046102,26624,24.8949,0.023051,1946,16490,5,88,17.6,-17,-0.03186,1.167834,1,1,0,23.192358,34.073982,306,1020,1,300,1020,91,30,77,35,5,218,754,3.45872,141,30,47,3.45872,62,10.0499,3.45872,16,5.38516,29,0,1880,0,2,91,fast-downward|,False
10,93,16,0,175,30,12,0,0,115,18867,17226,36093,66104,23606,1880,0,3823,35,165,14010,134688,1880,30,20461,218756,0.091882,10.6914,116.36,0.015957,1878,10.8835,80.6488,514,10.8835,25.0004,31044,116.36,1345.7,38304,116.36,962.885,1,0.015957,0.125311,26,0.414894,3.25808,2,0.031915,0.250622,26,0.414894,3.25808,3823,42230,221294,0.190832,0.090528,4080,9.54329,0.023051,4142,9.44674,0.023051,26562,26.1399,0.046102,26624,24.8949,0.023051,1946,16490,5,88,17.6,-17,-0.03186,1.167834,1,1,0,23.192358,34.073982,306,1020,1,300,1020,91,30,77,35,5,218,754,3.45872,141,30,47,3.45872,62,10.0499,3.45872,16,5.38516,29,0,1880,0,2,91,lpg|,False
10,99,16,0,186,32,12,0,0,115,21470,19491,40961,75219,26912,2133,0,4333,37,175,15970,153543,2133,32,23263,249574,0.091691,10.7284,117.006,0.015002,2131,10.9062,85.8336,580,10.9062,26.4799,35424,117.006,1441.43,43680,117.006,1029.41,1,0.015002,0.121562,26,0.390061,3.16061,2,0.030005,0.243124,26,0.390061,3.16061,4333,48110,252204,0.190758,0.090064,4672,9.59105,0.021642,4738,9.4844,0.021642,30446,26.3639,0.043284,30512,25.1024,0.021642,2203,18808,5,94,18.799999,-18,-0.029959,1.157976,1,1,0,24.765419,36.426842,328,1088,1,320,1088,96,32,82,68,5,232,804,3.46552,150,32,50,3.46552,66,10.3923,3.46552,16,5.47723,31,0,2133,0,2,97,enhsp|,False
10,99,16,0,186,32,12,0,0,115,21470,19491,40961,75219,26912,2133,0,4333,37,175,15970,153543,2133,32,23263,249574,0.091691,10.7284,117.006,0.015002,2131,10.9062,85.8336,580,10.9062,26.4799,35424,117.006,1441.43,43680,117.006,1029.41,1,0.015002,0.121562,26,0.390061,3.16061,2,0.030005,0.243124,26,0.390061,3.16061,4333,48110,252204,0.190758,0.090064,4672,9.59105,0.021642,4738,9.4844,0.021642,30446,26.3639,0.043284,30512,25.1024,0.021642,2203,18808,5,94,18.799999,-18,-0.029959,1.157976,1,1,0,24.765419,36.426842,328,1088,1,320,1088,96,32,82,68,5,232,804,3.46552,150,32,50,3.46552,66,10.3923,3.46552,16,5.47723,31,0,2133,0,2,97,fast-downward|,False
10,99,16,0,186,32,12,0,0,115,21470,19491,40961,75219,26912,2133,0,4333,37,175,15970,153543,2133,32,23263,249574,0.091691,10.7284,117.006,0.015002,2131,10.9062,85.8336,580,10.9062,26.4799,35424,117.006,1441.43,43680,117.006,1029.41,1,0.015002,0.121562,26,0.390061,3.16061,2,0.030005,0.243124,26,0.390061,3.16061,4333,48110,252204,0.190758,0.090064,4672,9.59105,0.021642,4738,9.4844,0.021642,30446,26.3639,0.043284,30512,25.1024,0.021642,2203,18808,5,94,18.799999,-18,-0.029959,1.157976,1,1,0,24.765419,36.426842,328,1088,1,320,1088,96,32,82,68,5,232,804,3.46552,150,32,50,3.46552,66,10.3923,3.46552,16,5.47723,31,0,2133,0,2,97,lpg|,False
10,75,16,0,142,24,12,0,0,115,12066,11271,23337,42287,14984,1217,0,2485,29,135,8898,85515,1217,24,13113,138446,0.092809,10.5579,113.76,0.019721,1215,10.7749,65.0432,340,10.7749,20.4842,19632,113.76,1058.09,24288,113.76,762.658,1,0.019721,0.139039,26,0.512736,3.615,2,0.039441,0.278077,26,0.512736,3.615,2485,26814,140288,0.191135,0.092676,2542,9.32938,0.028642,2592,9.26693,0.028642,16480,25.1603,0.057283,16530,23.9762,0.028642,1271,10448,5,68,13.6,-15,-0.039339,1.193357,1,1,0,17.260719,26.678406,232,816,1,240,816,71,24,61,37,5,174,598,3.43678,113,24,37,3.43678,50,8.83176,3.43678,16,5.47723,23,0,1217,0,2,71,enhsp|,False
10,75,16,0,142,24,12,0,0,115,12066,11271,23337,42287,14984,1217,0,2485,29,135,8898,85515,1217,24,13113,138446,0.092809,10.5579,113.76,0.019721,1215,10.7749,65.0432,340,10.7749,20.4842,19632,113.76,1058.09,24288,113.76,762.658,1,0.019721,0.139039,26,0.512736,3.615,2,0.039441,0.278077,26,0.512736,3.615,2485,26814,140288,0.191135,0.092676,2542,9.32938,0.028642,2592,9.26693,0.028642,16480,25.1603,0.057283,16530,23.9762,0.028642,1271,10448,5,68,13.6,-15,-0.039339,1.193357,1,1,0,17.260719,26.678406,232,816,1,240,816,71,24,61,37,5,174,598,3.43678,113,24,37,3.43678,50,8.83176,3.43678,16,5.47723,23,0,1217,0,2,71,fast-downward|,False
10,75,16,0,142,24,12,0,0,115,12066,11271,23337,42287,14984,1217,0,2485,29,135,8898,85515,1217,24,13113,138446,0.092809,10.5579,113.76,0.019721,1215,10.7749,65.0432,340,10.7749,20.4842,19632,113.76,1058.09,24288,113.76,762.658,1,0.019721,0.139039,26,0.512736,3.615,2,0.039441,0.278077,26,0.512736,3.615,2485,26814,140288,0.191135,0.092676,2542,9.32938,0.028642,2592,9.26693,0.028642,16480,25.1603,0.057283,16530,23.9762,0.028642,1271,10448,5,68,13.6,-15,-0.039339,1.193357,1,1,0,17.260719,26.678406,232,816,1,240,816,71,24,61,37,5,174,598,3.43678,113,24,37,3.43678,50,8.83176,3.43678,16,5.47723,23,0,1217,0,2,71,lpg|,False
10,87,16,0,164,28,12,0,0,115,16432,15101,31533,57577,20516,1643,0,3345,33,155,12178,117065,1643,28,17833,189962,0.092133,10.6523,115.619,0.017042,1641,10.8539,75.4548,452,10.8539,23.5093,26952,115.619,1249.91,33280,115.619,896.263,1,0.017042,0.129428,26,0.443092,3.36512,2,0.034084,0.258856,26,0.443092,3.36512,3345,36710,192282,0.190918,0.09112,3528,9.48288,0.024656,3586,9.39676,0.024656,22942,25.8593,0.049311,23000,24.6322,0.024656,1705,14324,5,82,16.4,-16,-0.034018,1.165996,1,1,0,21.284557,31.723541,284,952,1,280,952,84,28,72,33,5,204,704,3.45098,132,28,44,3.45098,58,9.64365,3.45098,16,5.38516,27,0,1643,0,2,85,enhsp|,False
10,87,16,0,164,28,12,0,0,115,16432,15101,31533,57577,20516,1643,0,3345,33,155,12178,117065,1643,28,17833,189962,0.092133,10.6523,115.619,0.017042,1641,10.8539,75.4548,452,10.8539,23.5093,26952,115.619,1249.91,33280,115.619,896.263,1,0.017042,0.129428,26,0.443092,3.36512,2,0.034084,0.258856,26,0.443092,3.36512,3345,36710,192282,0.190918,0.09112,3528,9.48288,0.024656,3586,9.39676,0.024656,22942,25.8593,0.049311,23000,24.6322,0.024656,1705,14324,5,82,16.4,-16,-0.034018,1.165996,1,1,0,21.284557,31.723541,284,952,1,280,952,84,28,72,33,5,204,704,3.45098,132,28,44,3.45098,58,9.64365,3.45098,16,5.38516,27,0,1643,0,2,85,fast-downward|,False
10,87,16,0,164,28,12,0,0,115,16432,15101,31533,57577,20516,1643,0,3345,33,155,12178,117065,1643,28,17833,189962,0.092133,10.6523,115.619,0.017042,1641,10.8539,75.4548,452,10.8539,23.5093,26952,115.619,1249.91,33280,115.619,896.263,1,0.017042,0.129428,26,0.443092,3.36512,2,0.034084,0.258856,26,0.443092,3.36512,3345,36710,192282,0.190918,0.09112,3528,9.48288,0.024656,3586,9.39676,0.024656,22942,25.8593,0.049311,23000,24.6322,0.024656,1705,14324,5,82,16.4,-16,-0.034018,1.165996,1,1,0,21.284557,31.723541,284,952,1,280,952,84,28,72,33,5,204,704,3.45098,132,28,44,3.45098,58,9.64365,3.45098,16,5.38516,27,0,1643,0,2,85,lpg|,False
10,81,16,0,153,26,12,0,0,115,14165,13116,27281,49638,17642,1422,0,2899,31,145,10474,100674,1422,26,15385,163192,0.092428,10.6072,114.762,0.018284,1420,10.8193,70.2547,394,10.8193,22.0089,23148,114.762,1154.05,28608,114.762,829.529,1,0.018284,0.133977,26,0.475387,3.4834,2,0.036568,0.267954,26,0.475387,3.4834,2899,31574,165294,0.191017,0.091816,3014,9.41399,0.0265,3068,9.33839,0.0265,19572,25.5393,0.053,19626,24.3313,0.0265,1480,12310,5,76,15.2,-15,-0.036486,1.172324,1,1,0,20.049229,29.376116,262,884,1,260,884,80,26,67,31,5,190,654,3.44211,123,26,41,3.44211,54,9.27362,3.44211,16,5.38516,25,0,1422,0,2,78,enhsp|,False
10,81,16,0,153,26,12,0,0,115,14165,13116,27281,49638,17642,1422,0,2899,31,145,10474,100674,1422,26,15385,163192,0.092428,10.6072,114.762,0.018284,1420,10.8193,70.2547,394,10.8193,22.0089,23148,114.762,1154.05,28608,114.762,829.529,1,0.018284,0.133977,26,0.475387,3.4834,2,0.036568,0.267954,26,0.475387,3.4834,2899,31574,165294,0.191017,0.091816,3014,9.41399,0.0265,3068,9.33839,0.0265,19572,25.5393,0.053,19626,24.3313,0.0265,1480,12310,5,76,15.2,-15,-0.036486,1.172324,1,1,0,20.049229,29.376116,262,884,1,260,884,80,26,67,31,5,190,654,3.44211,123,26,41,3.44211,54,9.27362,3.44211,16,5.38516,25,0,1422,0,2,78,fast-downward|,False
10,81,16,0,153,26,12,0,0,115,14165,13116,27281,49638,17642,1422,0,2899,31,145,10474,100674,1422,26,15385,163192,0.092428,10.6072,114.762,0.018284,1420,10.8193,70.2547,394,10.8193,22.0089,23148,114.762,1154.05,28608,114.762,829.529,1,0.018284,0.133977,26,0.475387,3.4834,2,0.036568,0.267954,26,0.475387,3.4834,2899,31574,165294,0.191017,0.091816,3014,9.41399,0.0265,3068,9.33839,0.0265,19572,25.5393,0.053,19626,24.3313,0.0265,1480,12310,5,76,15.2,-15,-0.036486,1.172324,1,1,0,20.049229,29.376116,262,884,1,260,884,80,26,67,31,5,190,654,3.44211,123,26,41,3.44211,54,9.27362,3.44211,16,5.38516,25,0,1422,0,2,78,lpg|,False
